0;0;0;0;land;false;unknown;0
1;0;0;0;land;true;plains;1
2;255;255;255;sea;false;ocean;0
3;1;1;1;sea;false;ocean;0
4;254;254;254;sea;false;ocean;0
5;2;2;2;sea;false;ocean;0
6;253;253;253;sea;false;ocean;0
7;3;3;3;sea;false;ocean;0
8;252;252;252;sea;false;ocean;0
9;4;4;4;sea;false;ocean;0
10;251;251;251;sea;false;ocean;0
11;5;5;5;sea;false;ocean;0
12;250;250;250;sea;false;ocean;0
13;6;6;6;sea;false;ocean;0
14;249;249;249;sea;false;ocean;0
15;7;7;7;sea;false;ocean;0
16;248;248;248;sea;false;ocean;0
17;8;8;8;sea;false;ocean;0
18;247;247;247;sea;false;ocean;0
19;9;9;9;sea;false;ocean;0
20;246;246;246;sea;false;ocean;0
21;10;10;10;sea;false;ocean;0
22;245;245;245;sea;false;ocean;0
23;11;11;11;sea;false;ocean;0
24;244;244;244;sea;false;ocean;0
25;12;12;12;sea;false;ocean;0
26;243;243;243;sea;false;ocean;0
27;13;13;13;sea;false;ocean;0
28;242;242;242;sea;false;ocean;0
29;14;14;14;sea;false;ocean;0
30;241;241;241;sea;false;ocean;0
31;15;15;15;sea;false;ocean;0
32;240;240;240;sea;false;ocean;0
33;16;16;16;sea;false;ocean;0
34;239;239;239;sea;false;ocean;0
35;17;17;17;sea;false;ocean;0
36;238;238;238;sea;false;ocean;0
37;18;18;18;sea;false;ocean;0
38;237;237;237;sea;false;ocean;0
39;19;19;19;sea;false;ocean;0
40;236;236;236;sea;false;ocean;0
41;20;20;20;sea;false;ocean;0
42;235;235;235;sea;false;ocean;0
43;21;21;21;sea;false;ocean;0
44;234;234;234;sea;false;ocean;0
45;22;22;22;sea;false;ocean;0
46;233;233;233;sea;false;ocean;0
47;88;102;76;land;false;plains;0
48;151;108;145;land;false;plains;0
49;1;48;8;land;false;plains;0
50;151;155;102;land;false;plains;0
51;151;136;52;land;false;plains;0
52;151;111;142;land;false;plains;0
53;151;118;44;land;false;plains;0
54;151;199;98;land;false;plains;0
55;196;225;170;land;false;plains;0
56;88;5;5;land;false;plains;0
57;100;79;117;land;false;plains;0
58;90;136;52;land;false;plains;0
59;151;212;141;land;false;plains;0
60;90;87;170;land;false;plains;0
61;154;146;103;land;false;plains;0
62;154;140;157;land;false;plains;0
63;154;194;206;land;false;plains;0
64;154;100;59;land;false;plains;0
65;76;157;170;land;false;plains;0
66;76;100;57;land;false;plains;0
67;90;107;129;land;false;plains;0
68;167;118;110;land;false;plains;0
69;110;120;110;land;false;plains;0
70;14;19;73;sea;false;ocean;0
71;14;31;106;sea;false;ocean;0
72;14;42;71;sea;false;ocean;0
73;15;103;179;sea;false;ocean;0
74;255;241;126;land;false;plains;0
75;255;195;160;land;false;plains;0
76;14;58;103;sea;false;ocean;0
77;14;92;84;sea;false;ocean;0
78;14;114;150;sea;false;ocean;0
79;86;133;126;sea;false;ocean;0
80;86;158;140;sea;false;ocean;0
81;14;114;160;sea;false;ocean;0
82;86;121;211;sea;false;ocean;0
83;86;140;60;land;false;plains;0
84;86;99;112;land;false;plains;0
85;86;119;112;land;false;plains;0
86;103;52;30;land;false;plains;0
87;103;73;78;land;false;plains;0
